117240,1453,1522,5A,5A,3
117240,1483,1516,5A,5A,11
117240,1483,1522,5A,5A,3
117240,1495,1520,5A,5A,52
117240,1502,1516,5A,5A,6
117240,1516,1520,5A,5A,8
117240,1516,1751,5A,5A,29
117240,1522,1751,5A,5A,4
117240,1545,1837,4A,4A,104
117240,1618,1815,4A,4A,116
117240,1663,1665,1B,1B,312
117240,1702,1889,2B,2B,176
117260,1532,1538,4A,4A,15
117260,1558,1685,3B,3B,148
117260,1613,1907,2A,2A,262
117260,1630,1836,4B,4B,16
117260,1714,1820,3A,3A,13
117260,1739,1872,2B,2B,78
117260,1760,1768,1A,1A,22
117260,1767,1787,1A,1A,12
117260,1778,1789,1A,1A,12
117260,1795,1859,3A,3A,36
117260,1800,1838,3A,3A,7
117260,1807,1895,4B,4B,25
117280,1661,1682,1B,1B,86
117280,1697,1912,1B,1B,310
117280,1722,1763,3A,3A,22
117280,1738,1780,3A,3A,70
117300,1663,1698,1B,1B,192
117300,1666,1695,1B,1B,374
117300,1681,1687,1B,1B,5
117300,1681,1765,1B,1B,78
117300,1687,1765,1B,1B,55
117300,1714,1795,3A,3A,40
117300,1719,1748,3A,3A,182
117300,1802,1866,4B,4B,3
117300,1805,1880,4B,4B,11
117300,1831,1888,4B,4B,23
117300,1857,1866,4B,4B,58
117320,1437,1563,5B,5B,299
117320,1606,1906,2A,2A,217
117320,1688,1697,1B,1B,48
117320,1714,1801,3A,3A,9
117320,1805,1819,4B,4B,15
117320,1820,1859,3A,3A,5
117340,1439,1480,5B,5B,49
117340,1439,1486,5B,5B,4
117340,1443,1489,5B,5B,4
117340,1480,1489,5B,5B,17
117340,1664,1675,1B,1B,138
117340,1665,1920,1B,1B,84
117340,1680,1688,1B,1B,72
117340,1695,1745,1B,Teachers,23
117340,1714,1822,3A,3A,39
117340,1722,1833,3A,3A,56
117340,1723,1822,3A,3A,12
117340,1738,1859,3A,3A,23
117340,1748,1809,3A,3A,8
117340,1835,1910,4B,4B,89
117360,1426,1429,5B,5B,5
117360,1665,1695,1B,1B,65
117360,1665,1745,1B,Teachers,42
117360,1680,1684,1B,1B,2
117360,1681,1912,1B,1B,132
117360,1684,1688,1B,1B,167
117360,1706,1851,2B,2B,350
117360,1706,1861,2B,2B,442
117360,1718,1887,2B,2B,201
117360,1719,1782,3A,3A,31
117360,1719,1822,3A,3A,83
117360,1720,1738,3A,3A,12
117360,1720,1801,3A,3A,25
117360,1720,1859,3A,3A,16
117360,1738,1801,3A,3A,5
117360,1749,1883,2B,2B,48
117360,1757,1792,1A,1A,97
117360,1765,1912,1B,1B,15
117360,1780,1843,3A,3A,14
117360,1807,1880,4B,4B,55
117360,1809,1820,3A,3A,24
117360,1831,1857,4B,4B,21
117380,1443,1475,5B,5B,25
117380,1471,1592,5B,5B,18
117380,1503,1524,4A,4A,66
117380,1572,1580,3B,3B,64
117380,1632,1910,4B,4B,21
117380,1665,1687,1B,1B,11
117380,1673,1695,1B,1B,147
117380,1675,1684,1B,1B,115
