188 235 {'weight': 31}
188 27 {'weight': 1}
188 18 {'weight': 1}
188 133 {'weight': 1}
188 37 {'weight': 1}
188 66 {'weight': 1}
188 52 {'weight': 1}
235 205 {'weight': 8}
235 196 {'weight': 8}
235 203 {'weight': 19}
235 198 {'weight': 11}
235 204 {'weight': 13}
235 201 {'weight': 7}
235 207 {'weight': 23}
235 42 {'weight': 1}
235 39 {'weight': 1}
235 36 {'weight': 1}
235 129 {'weight': 1}
235 209 {'weight': 1}
235 120 {'weight': 2}
235 138 {'weight': 1}
235 193 {'weight': 33}
235 187 {'weight': 16}
235 190 {'weight': 51}
235 200 {'weight': 24}
235 191 {'weight': 25}
235 192 {'weight': 18}
235 194 {'weight': 11}
235 186 {'weight': 14}
235 197 {'weight': 13}
235 189 {'weight': 12}
235 199 {'weight': 20}
235 206 {'weight': 8}
235 195 {'weight': 7}
235 21 {'weight': 1}
27 203 {'weight': 1}
27 198 {'weight': 1}
27 204 {'weight': 2}
27 207 {'weight': 5}
27 153 {'weight': 5}
27 162 {'weight': 4}
27 237 {'weight': 42}
27 56 {'weight': 1}
27 52 {'weight': 8}
27 150 {'weight': 1}
27 151 {'weight': 2}
27 55 {'weight': 1}
27 96 {'weight': 1}
27 224 {'weight': 6}
27 123 {'weight': 1}
27 149 {'weight': 8}
27 219 {'weight': 3}
27 223 {'weight': 2}
27 159 {'weight': 6}
27 156 {'weight': 1}
27 155 {'weight': 6}
27 197 {'weight': 1}
27 176 {'weight': 1}
27 210 {'weight': 3}
27 208 {'weight': 1}
27 179 {'weight': 2}
27 199 {'weight': 2}
27 143 {'weight': 9}
27 160 {'weight': 3}
27 189 {'weight': 6}
27 217 {'weight': 1}
27 158 {'weight': 1}
27 230 {'weight': 1}
27 174 {'weight': 2}
27 172 {'weight': 8}
27 142 {'weight': 4}
27 225 {'weight': 1}
27 72 {'weight': 5}
27 92 {'weight': 5}
27 216 {'weight': 9}
27 177 {'weight': 3}
27 154 {'weight': 3}
27 227 {'weight': 7}
27 190 {'weight': 5}
27 82 {'weight': 1}
27 139 {'weight': 1}
27 192 {'weight': 1}
27 118 {'weight': 1}
27 121 {'weight': 1}
27 125 {'weight': 1}
27 194 {'weight': 1}
27 138 {'weight': 1}
27 206 {'weight': 1}
27 141 {'weight': 2}
27 67 {'weight': 2}
27 193 {'weight': 1}
18 162 {'weight': 3}
18 134 {'weight': 1}
18 52 {'weight': 1}
18 175 {'weight': 1}
18 109 {'weight': 1}
18 118 {'weight': 4}
18 116 {'weight': 2}
18 100 {'weight': 1}
18 98 {'weight': 3}
18 105 {'weight': 3}
18 179 {'weight': 7}
18 225 {'weight': 1}
18 237 {'weight': 2}
18 114 {'weight': 6}
18 185 {'weight': 1}
18 83 {'weight': 19}
18 78 {'weight': 28}
18 92 {'weight': 2}
18 108 {'weight': 2}
18 99 {'weight': 2}
18 82 {'weight': 2}
18 117 {'weight': 7}
18 230 {'weight': 1}
18 129 {'weight': 2}
18 94 {'weight': 11}
18 144 {'weight': 1}
18 176 {'weight': 1}
18 86 {'weight': 1}
18 74 {'weight': 1}
18 55 {'weight': 22}
18 56 {'weight': 1}
18 65 {'weight': 4}
18 67 {'weight': 13}
18 62 {'weight': 4}
18 72 {'weight': 8}
18 239 {'weight': 5}
18 145 {'weight': 1}
18 120 {'weight': 3}
18 156 {'weight': 1}
18 159 {'weight': 1}
18 189 {'weight': 1}
18 70 {'weight': 18}
18 54 {'weight': 1}
18 57 {'weight': 6}
18 119 {'weight': 2}
18 85 {'weight': 4}
18 126 {'weight': 3}
18 135 {'weight': 5}
18 121 {'weight': 5}
18 58 {'weight': 1}
18 60 {'weight': 1}
18 224 {'weight': 1}
133 196 {'weight': 4}
133 203 {'weight': 4}
133 207 {'weight': 1}
133 162 {'weight': 1}
133 52 {'weight': 6}
133 9 {'weight': 4}
133 14 {'weight': 12}
133 39 {'weight': 1}
133 179 {'weight': 3}
133 38 {'weight': 2}
133 217 {'weight': 1}
133 26 {'weight': 1}
133 83 {'weight': 7}
133 87 {'weight': 1}
133 92 {'weight': 6}
133 82 {'weight': 1}
133 2 {'weight': 8}
133 230 {'weight': 1}
133 143 {'weight': 1}
133 30 {'weight': 1}
133 94 {'weight': 5}
133 74 {'weight': 19}
133 79 {'weight': 15}
133 55 {'weight': 3}
133 56 {'weight': 71}
133 65 {'weight': 2}
133 67 {'weight': 9}
133 62 {'weight': 5}
133 72 {'weight': 1}
133 57 {'weight': 1}
133 40 {'weight': 1}
133 85 {'weight': 3}
133 44 {'weight': 1}
133 61 {'weight': 1}
133 22 {'weight': 2}
133 193 {'weight': 3}
133 200 {'weight': 1}
133 236 {'weight': 11}
133 75 {'weight': 1}
133 159 {'weight': 3}
133 195 {'weight': 1}
133 23 {'weight': 2}
37 196 {'weight': 1}
37 204 {'weight': 1}
37 64 {'weight': 1}
37 118 {'weight': 1}
37 237 {'weight': 6}
37 66 {'weight': 1}
37 143 {'weight': 2}
37 239 {'weight': 1}
37 129 {'weight': 1}
37 125 {'weight': 3}
37 193 {'weight': 1}
37 56 {'weight': 2}
37 122 {'weight': 1}
37 121 {'weight': 1}
37 191 {'weight': 1}
66 24 {'weight': 1}
66 43 {'weight': 33}
66 33 {'weight': 1}
66 45 {'weight': 1}
66 241 {'weight': 17}
66 6 {'weight': 1}
66 29 {'weight': 1}
66 15 {'weight': 1}
66 195 {'weight': 1}
66 189 {'weight': 3}
66 194 {'weight': 1}
66 190 {'weight': 1}
52 203 {'weight': 1}
52 198 {'weight': 1}
52 204 {'weight': 2}
52 157 {'weight': 1}
52 25 {'weight': 1}
52 241 {'weight': 9}
52 42 {'weight': 5}
52 46 {'weight': 1}
52 26 {'weight': 2}
52 28 {'weight': 1}
52 154 {'weight': 1}
52 147 {'weight': 2}
52 3 {'weight': 2}
52 190 {'weight': 1}
52 19 {'weight': 2}
52 216 {'weight': 1}
52 5 {'weight': 7}
52 189 {'weight': 1}
52 227 {'weight': 1}
52 131 {'weight': 3}
52 219 {'weight': 1}
52 98 {'weight': 2}
52 99 {'weight': 2}
52 30 {'weight': 21}
52 120 {'weight': 3}
52 111 {'weight': 1}
52 8 {'weight': 108}
52 135 {'weight': 52}
52 129 {'weight': 45}
52 107 {'weight': 52}
52 115 {'weight': 2}
52 230 {'weight': 1}
52 118 {'weight': 1}
52 2 {'weight': 3}
52 14 {'weight': 2}
52 106 {'weight': 1}
52 109 {'weight': 1}
52 116 {'weight': 1}
52 119 {'weight': 1}
52 22 {'weight': 1}
52 1 {'weight': 1}
52 45 {'weight': 12}
52 23 {'weight': 5}
52 193 {'weight': 1}
52 186 {'weight': 1}
52 206 {'weight': 1}
52 32 {'weight': 1}
205 48 {'weight': 1}
205 53 {'weight': 1}
205 43 {'weight': 1}
48 157 {'weight': 1}
48 241 {'weight': 22}
48 0 {'weight': 1}
48 160 {'weight': 1}
48 5 {'weight': 1}
48 29 {'weight': 1}
53 25 {'weight': 1}
53 43 {'weight': 2}
53 26 {'weight': 1}
53 33 {'weight': 1}
53 36 {'weight': 1}
53 45 {'weight': 1}
53 241 {'weight': 13}
53 122 {'weight': 1}
53 187 {'weight': 1}
53 31 {'weight': 1}
53 199 {'weight': 1}
43 196 {'weight': 1}
43 204 {'weight': 1}
43 201 {'weight': 1}
