117240,188,205,5A,5A,3
117240,196,203,5A,5A,11
117240,196,205,5A,5A,3
117240,198,204,5A,5A,52
117240,201,203,5A,5A,6
117240,203,204,5A,5A,8
117240,203,207,5A,5A,29
117240,205,207,5A,5A,4
117240,153,162,4A,4A,104
117240,157,161,4A,4A,116
117240,25,27,1B,1B,312
117240,71,93,2B,2B,176
117260,149,151,4A,4A,15
117260,123,134,3B,3B,148
117260,52,64,2A,2A,262
117260,164,175,4B,4B,16
117260,97,113,3A,3A,13
117260,80,89,2B,2B,78
117260,4,9,1A,1A,22
117260,8,16,1A,1A,12
117260,14,17,1A,1A,12
117260,109,118,3A,3A,36
117260,110,116,3A,3A,7
117260,169,184,4B,4B,25
117280,24,35,1B,1B,86
117280,41,46,1B,1B,310
117280,100,106,3A,3A,22
117280,103,107,3A,3A,70
117300,25,42,1B,1B,192
117300,28,39,1B,1B,374
117300,34,37,1B,1B,5
117300,34,43,1B,1B,78
117300,37,43,1B,1B,55
117300,97,109,3A,3A,40
117300,98,105,3A,3A,182
117300,166,179,4B,4B,3
117300,168,180,4B,4B,11
117300,173,182,4B,4B,23
117300,177,179,4B,4B,58
117320,216,227,5B,5B,299
117320,50,63,2A,2A,217
117320,38,41,1B,1B,48
117320,97,111,3A,3A,9
117320,168,171,4B,4B,15
117320,113,118,3A,3A,5
117340,217,223,5B,5B,49
117340,217,225,5B,5B,4
117340,219,226,5B,5B,4
117340,223,226,5B,5B,17
117340,26,32,1B,1B,138
117340,27,47,1B,1B,84
117340,33,38,1B,1B,72
117340,39,237,1B,Teachers,23
117340,97,114,3A,3A,39
117340,100,115,3A,3A,56
117340,101,114,3A,3A,12
117340,103,118,3A,3A,23
117340,105,112,3A,3A,8
117340,174,185,4B,4B,89
117360,208,211,5B,5B,5
117360,27,39,1B,1B,65
117360,27,237,1B,Teachers,42
117360,33,36,1B,1B,2
117360,34,46,1B,1B,132
117360,36,38,1B,1B,167
117360,73,83,2B,2B,350
117360,73,87,2B,2B,442
117360,78,92,2B,2B,201
117360,98,108,3A,3A,31
117360,98,114,3A,3A,83
117360,99,103,3A,3A,12
117360,99,111,3A,3A,25
117360,99,118,3A,3A,16
117360,103,111,3A,3A,5
117360,82,91,2B,2B,48
117360,2,19,1A,1A,97
117360,43,46,1B,1B,15
117360,107,117,3A,3A,14
117360,169,180,4B,4B,55
117360,112,113,3A,3A,24
117360,173,177,4B,4B,21
117380,219,222,5B,5B,25
117380,221,230,5B,5B,18
117380,143,146,4A,4A,66
117380,129,132,3B,3B,64
117380,165,185,4B,4B,21
117380,27,37,1B,1B,11
117380,30,39,1B,1B,147
117380,32,36,1B,1B,115
117380,32,37,1B,1B,12
117380,32,237,1B,Teachers,21
117380,37,237,1B,Teachers,6
117380,98,117,3A,3A,88
117380,101,238,3A,Teachers,8
117380,102,107,3A,3A,43
117380,104,117,3A,3A,4
117380,104,118,3A,3A,16
117380,81,92,2B,2B,44
117380,111,118,3A,3A,63
117380,173,184,4B,4B,8
117380,117,118,3A,3A,32
117380,90,94,2B,2B,75
117400,209,231,5B,5B,7
117400,142,152,4A,4A,10
117400,144,153,4A,4A,10
117400,144,158,4A,4A,7
117400,144,162,4A,4A,16
117400,153,158,4A,4A,130
117400,164,176,4B,4B,3
117400,233,80,Teachers,2B,6
117400,233,83,Teachers,2B,53
117400,233,89,Teachers,2B,28
117400,234,162,Teachers,4A,10
117400,27,32,1B,1B,9
117400,39,47,1B,1B,66
117400,71,82,2B,2B,24
117400,73,86,2B,2B,8
117400,74,86,2B,2B,123
117400,79,82,2B,2B,4
117400,79,93,2B,2B,34
117400,82,93,2B,2B,16
117400,170,184,4B,4B,22
117400,94,96,2B,2B,111
117420,208,221,5B,5B,4
117420,218,231,5B,5B,12
117420,143,234,4A,Teachers,7
117420,149,150,4A,4A,54
117420,154,155,4A,4A,36
117420,124,139,3B,3B,85
117420,55,56,2A,2A,142
117420,233,73,Teachers,2B,7
117420,27,38,1B,1B,9
117420,33,45,1B,1B,128
117420,36,47,1B,1B,3
117420,37,38,1B,1B,3
117420,37,47,1B,1B,32
117420,38,237,1B,Teachers,66
117420,98,99,3A,3A,120
