129600,208,193,5B,5A,45
129600,208,225,5B,5B,18
129600,216,189,5B,5A,72
129600,216,227,5B,5B,135
129600,216,52,5B,2A,1
129600,219,220,5B,5B,114
129600,219,223,5B,5B,111
129600,219,98,5B,3A,1
129600,219,2,5B,1A,1
129600,189,120,5A,3B,2
129600,189,227,5A,5B,113
129600,220,223,5B,5B,173
129600,223,98,5B,3A,1
129600,223,114,5B,3A,1
129600,197,200,5A,5A,94
129600,197,201,5A,5A,56
129600,199,23,5A,1B,7
129600,149,155,4A,4A,51
129600,149,17,4A,1A,1
129600,150,154,4A,4A,14
129600,150,155,4A,4A,6
129600,156,120,4A,3B,3
129600,120,129,3B,3B,4
129600,121,131,3B,3B,7
129600,129,135,3B,3B,100
129600,131,83,3B,2B,3
129600,52,5,2A,1A,7
129600,52,18,2A,1A,1
129600,56,87,2A,2B,4
129600,56,67,2A,2A,46
129600,60,87,2A,2B,25
129600,27,41,1B,1B,34
129600,27,42,1B,1B,32
129600,27,8,1B,1A,1
129600,32,39,1B,1B,23
129600,39,47,1B,1B,1
129600,41,42,1B,1B,130
129600,41,8,1B,1A,1
129600,74,85,2B,2B,6
129600,78,87,2B,2B,27
129600,78,93,2B,2B,20
129600,78,67,2B,2A,4
129600,99,114,3A,3A,45
129600,79,92,2B,2B,8
129600,237,9,Teachers,1A,1
129600,207,107,5A,3A,4
129600,207,115,5A,3A,4
129600,1,3,1A,1A,1
129600,160,94,4A,2B,1
129600,114,118,3A,3A,3
129600,85,92,2B,2B,4
129600,65,67,2A,2A,13
129620,208,62,5B,2A,1
129620,214,150,5B,4A,117
129620,187,194,5A,5A,25
129620,189,52,5A,2A,1
129620,193,62,5A,2A,1
129620,194,229,5A,5B,2
129620,223,3,5B,1A,1
129620,199,229,5A,5B,35
129620,142,162,4A,4A,7
129620,200,201,5A,5A,70
129620,200,206,5A,5A,124
129620,149,62,4A,2A,1
129620,156,40,4A,1B,7
129620,120,131,3B,3B,3
129620,120,40,3B,1B,1
129620,120,12,3B,1A,1
129620,227,52,5B,2A,1
129620,131,52,3B,2A,3
129620,229,230,5B,5B,4
129620,60,74,2A,2B,1
129620,60,78,2A,2B,10
129620,60,65,2A,2A,1
129620,26,39,1B,1B,18
129620,38,9,1B,1A,1
129620,39,5,1B,1A,2
129620,78,70,2B,2A,100
129620,98,99,3A,3A,81
129620,98,105,3A,3A,70
129620,99,46,3A,1B,1
129620,159,83,4A,2B,5
129620,2,64,1A,2A,1
129620,18,21,1A,1A,1
129620,87,67,2B,2A,6
129620,93,70,2B,2A,43
129640,210,199,5B,5A,25
129640,210,204,5B,5A,5
129640,210,229,5B,5B,11
129640,216,36,5B,1B,12
129640,219,52,5B,2A,1
129640,190,194,5A,5A,24
129640,190,230,5A,5B,41
129640,190,158,5A,4A,1
129640,190,94,5A,2B,1
129640,224,229,5B,5B,7
129640,153,160,4A,4A,28
129640,153,94,4A,2B,1
129640,227,36,5B,1B,17
129640,229,23,5B,1B,1
129640,52,56,2A,2A,8
129640,52,98,2A,3A,2
129640,58,96,2A,2B,2
129640,27,5,1B,1A,1
129640,39,41,1B,1B,1
129640,40,12,1B,1A,2
129640,158,160,4A,4A,11
129640,1,21,1A,1A,1
129640,3,18,1A,1A,1
129640,5,6,1A,1A,2
129640,116,119,3A,3A,62
129640,86,64,2B,2A,112
129660,210,23,5B,1B,23
129660,216,121,5B,3B,1
129660,189,121,5A,3B,1
129660,190,224,5A,5B,38
129660,193,225,5A,5B,10
129660,194,230,5A,5B,15
129660,156,159,4A,4A,54
129660,156,83,4A,2B,2
129660,120,159,3B,4A,2
129660,120,106,3B,3A,9
129660,120,83,3B,2B,46
129660,121,227,3B,5B,1
129660,131,62,3B,2A,97
129660,229,9,5B,1A,1
129660,230,67,5B,2A,1
129660,54,23,2A,1B,1
129660,54,17,2A,1A,1
129660,23,17,1B,1A,1
129660,28,39,1B,1B,57
129660,30,16,1B,1A,1
129660,135,64,3B,2A,2
129660,98,114,3A,3A,61
129660,105,114,3A,3A,49
129660,106,83,3A,2B,1
129660,18,46,1A,1B,1
129660,114,116,3A,3A,5
129680,210,131,5B,3B,2
129680,219,40,5B,1B,2
129680,187,190,5A,5A,130
129680,194,142,5A,4A,1
129680,223,12,5B,1A,1
129680,197,206,5A,5A,39
129680,199,129,5A,3B,1
129680,199,131,5A,3B,2
129680,232,149,Teachers,4A,1
129680,153,158,4A,4A,73
129680,154,172,4A,4B,44
129680,155,114,4A,3A,1
129680,129,46,3B,1B,13
129680,52,74,2A,2B,145
129680,52,85,2A,2B,6
129680,56,74,2A,2B,10
129680,56,85,2A,2B,28
129680,57,118,2A,3A,2
129680,23,184,1B,4B,1
129680,28,32,1B,1B,2
129680,30,39,1B,1B,1
129680,30,237,1B,Teachers,1
129680,32,5,1B,1A,2
129680,38,5,1B,1A,1
129680,39,16,1B,1A,1
129680,135,46,3B,1B,7
129680,207,119,5A,3A,3
129680,9,117,1A,3A,36
129680,107,115,3A,3A,47
129680,18,86,1A,2B,1
129680,19,96,1A,2B,1
129680,176,179,4B,4B,45
129700,214,155,5B,4A,6
129700,214,162,5B,4A,2
129700,219,12,5B,1A,1
129700,220,12,5B,1A,1
129700,194,224,5A,5B,11
129700,194,225,5A,5B,6
129700,224,176,5B,4B,1
129700,142,174,4A,4B,2
129700,201,206,5A,5A,48
129700,149,184,4A,4B,1
129700,154,9,4A,1A,1
129700,155,172,4A,4B,3
129700,121,82,3B,2B,1
129700,121,86,3B,2B,1
129700,121,64,3B,2A,2
129700,227,237,5B,Teachers,1
129700,57,96,2A,2B,44
129700,26,43,1B,1B,49
129700,32,16,1B,1A,1
129700,72,87,2B,2B,7
129700,18,83,1A,2B,19
129700,20,176,1A,4B,1
129700,160,62,4A,2A,1
129700,172,184,4B,4B,49
129700,85,119,2B,3A,3
129700,87,93,2B,2B,5
129720,210,190,5B,5A,3
129720,210,196,5B,5A,8
129720,214,142,5B,4A,3
129720,214,149,5B,4A,7
129720,214,181,5B,4B,103
129720,190,225,5A,5B,25
129720,190,96,5A,2B,1
129720,143,176,4A,4B,15
129720,232,172,Teachers,4B,2
129720,232,184,Teachers,4B,1
129720,149,150,4A,4A,18
129720,149,181,4A,4B,3
129720,150,181,4A,4B,47
129720,153,5,4A,1A,1
129720,153,162,4A,4A,10
129720,154,155,4A,4A,1
129720,154,184,4A,4B,5
129720,120,18,3B,1A,3
129720,230,174,5B,4B,1
129720,54,237,2A,Teachers,1
129720,54,96,2A,2B,164
129720,40,135,1B,3B,1
129720,41,107,1B,3A,1
129720,41,115,1B,3A,2
129720,42,115,1B,3A,4
129720,72,79,2B,2B,4
129720,72,93,2B,2B,3
129720,5,162,1A,4A,2
129720,8,64,1A,2A,2
129720,109,118,3A,3A,14
129720,109,179,3A,4B,1
129720,96,46,2B,1B,1
129740,210,224,5B,5B,2
129740,189,229,5A,5B,20
129740,193,82,5A,2B,1
129740,224,230,5B,5B,32
129740,224,114,5B,3A,1
129740,225,107,5B,3A,2
129740,232,30,Teachers,1B,1
129740,156,18,4A,1A,1
129740,123,98,3B,3A,8
129740,123,105,3B,3A,5
129740,123,184,3B,4B,1
129740,227,54,5B,2A,2
129740,131,56,3B,2A,5
129740,131,72,3B,2B,3
129740,54,57,2A,2A,43
129740,23,30,1B,1B,30
129740,36,237,1B,Teachers,3
129740,40,94,1B,2B,2
129740,42,107,1B,3A,1
129740,135,9,3B,1A,10
129740,72,62,2B,2A,5
129740,159,18,4A,1A,1
129740,237,114,Teachers,3A,1
129740,207,86,5A,2B,1
129740,5,94,1A,2B,2
129740,106,92,3A,2B,47
129740,106,47,3A,1B,1
129740,6,46,1A,1B,5
129740,9,111,1A,3A,2
129740,115,116,3A,3A,9
129740,117,179,3A,4B,1
129740,87,70,2B,2A,30
129740,92,47,2B,1B,1
129740,94,46,2B,1B,2
129760,219,190,5B,5A,2
129760,219,92,5B,2B,1
129760,187,224,5A,5B,15
129760,187,230,5A,5B,32
129760,189,230,5A,5B,2
129760,189,18,5A,1A,1
129760,189,83,5A,2B,1
